WP1;Cum1
-0.089136;0
-0.101172;0.861585671712254
-0.113208;4.63603906641881
-0.125244;6.00100321619309
-0.13728;6.00100321619309
-0.149316;7.51467941341359
-0.161352;8.07707060871618
-0.173388;8.6117258269157
-0.185424;8.6117258269157
-0.19746;8.6117258269157
-0.209496;8.6117258269157
-0.221532;8.6117258269157
-0.233568;11.3086070048095
-0.245604;18.5358944852616
-0.25764;18.5358944852616
-0.269676;18.5358944852616
-0.281712;18.5358944852616
-0.293748;18.5358944852616
-0.305784;18.5358944852616
-0.31782;18.5358944852616
-0.329856;18.5358944852616
-0.341892;18.5358944852616
-0.353928;18.5358944852616
-0.365964;18.5358944852616
-0.378;18.5358944852616
-0.390036;18.5358944852616
-0.402072;18.5358944852616
-0.414108;18.5358944852616
-0.426144;18.5358944852616
-0.43818;18.5358944852616
-0.450216;18.6043492372606
-0.462252;18.6043492372606
-0.474288;18.6043492372606
-0.486324;18.6043492372606
-0.49836;19.4222654982149
-0.510396;19.4222654982149
-0.522432;19.581009707592
-0.534468;19.581009707592
-0.546504;19.581009707592
-0.55854;19.581009707592
-0.570576;19.581009707592
-0.582612;19.581009707592
-0.594648;19.581009707592
-0.606684;19.581009707592
-0.61872;19.581009707592
-0.630756;19.581009707592
-0.642792;19.581009707592
-0.654828;20.4296125815113
-0.666864;20.4296125815113
-0.6789;20.4296125815113
-0.690936;20.4296125815113
-0.702972;20.4296125815113
-0.715008;20.4296125815113
-0.727044;20.4296125815113
-0.73908;20.4296125815113
-0.751116;20.4296125815113
-0.763152;20.4296125815113
-0.775188;20.4296125815113
-0.787224;20.4296125815113
-0.79926;20.4296125815113
-0.811296;20.4296125815113
-0.823332;20.4296125815113
-0.835368;20.4296125815113
-0.847404;20.4296125815113
-0.85944;20.4296125815113
-0.871476;20.4296125815113
-0.883512;20.4296125815113
-0.895548;20.4296125815113
-0.907584;20.4296125815113
-0.91962;20.4296125815113
-0.852026;20.7577232893689
-0.854032;20.7577232893689
-0.856038;22.1203269304535
-0.858044;22.1203269304535
-0.86005;22.1203269304535
-0.862056;22.1203269304535
-0.864062;22.1203269304535
-0.866068;22.1203269304535
-0.868074;22.1203269304535
-0.87008;22.1203269304535
-0.872086;22.1203269304535
-0.874092;22.1203269304535
-0.876098;22.1203269304535
-0.878104;22.1203269304535
-0.88011;22.1203269304535
-0.882116;22.1203269304535
-0.884122;22.1203269304535
-0.886128;22.1203269304535
-0.888134;22.1203269304535
-0.89014;22.1203269304535
-0.892146;22.1203269304535
-0.894152;22.1203269304535
-0.896158;22.1203269304535
-0.898164;22.1203269304535
-0.90017;22.1203269304535
-0.902176;22.1203269304535
-0.904182;22.1203269304535
-0.906188;22.1203269304535
-0.908194;22.1203269304535
-0.9102;22.1203269304535
-0.912206;22.1203269304535
-0.914212;22.1203269304535
-0.916218;22.1203269304535
-0.918224;22.1203269304535
-0.92023;22.1203269304535
-0.922236;22.1203269304535
-0.924242;22.1203269304535
-0.926248;22.1203269304535
-0.928254;22.1203269304535
-0.93026;22.1203269304535
-0.932266;22.1203269304535
-0.934272;22.1203269304535
-0.936278;22.1203269304535
-0.938284;22.1203269304535
-0.94029;22.1203269304535
-0.942296;22.1203269304535
-0.944302;22.1203269304535
-0.946308;22.1203269304535
-0.948314;22.1203269304535
-0.95032;22.1203269304535
-0.952326;22.1203269304535
-0.954332;22.1203269304535
-0.956338;22.1203269304535
-0.958344;22.1203269304535
-0.96035;22.1203269304535
-0.962356;22.1203269304535
-0.964362;22.1203269304535
-0.966368;22.1203269304535
-0.968374;22.1203269304535
-0.97038;22.1203269304535
-0.972386;22.1203269304535
-0.974392;22.1203269304535
-0.976398;22.1203269304535
-0.978404;22.1203269304535
-0.98041;22.1203269304535
-0.982416;22.1203269304535
-0.984422;22.1203269304535
-0.986428;22.1203269304535
-0.988434;22.1203269304535
-0.99044;22.1203269304535
-0.992446;22.1203269304535
-0.994452;22.1203269304535
-0.996458;22.1203269304535
-0.998464;22.1203269304535
-1.00047;22.1203269304535
-1.002476;22.1203269304535
-1.004482;22.1203269304535
-1.006488;22.1203269304535
-1.008494;22.1203269304535
-1.0105;22.1203269304535
-1.012506;22.1203269304535
-1.014512;22.1203269304535
-1.016518;22.1203269304535
-1.018524;22.1203269304535
-1.02053;22.1203269304535
-1.022536;22.1203269304535
-1.024542;22.1203269304535
-1.026548;24.2170487740108
-1.028554;24.2170487740108
-1.03056;24.2170487740108
-1.032566;24.2170487740108
-1.034572;24.2170487740108
-1.036578;32.6830131893423
-1.038584;32.6830131893423
-1.04059;32.6830131893423
-1.042596;32.6830131893423
-1.044602;32.6830131893423
-1.046608;32.6830131893423
-1.048614;32.6830131893423
-1.05062;32.6830131893423
-1.052626;32.6830131893423
